name,team_name,weight,height_inches,birth_date,birth_place,teams,player_id,total_games,games_started,minutes_played,fg3,fg2,fg,fg3a,fg2a,fg3p,fg2p,ft,fta,ftp,orb,drb,trb,ast,stl,blk,tov,pts
Alaa Abdelnaby,Retired,240.0,82.0,1968-06-24,"Cairo, Egypt","[25, 2, 26, 17, 23]",1,51.2,10.6,640.0,0.0,13.680000000000001,6.840000000000001,0.02,14.02,0.0,0.48739999999999994,2.68,4.16,0.658,3.06,6.720000000000001,9.76,1.0,0.76,0.8799999999999999,2.98,16.419999999999998
Kareem Abdul-Jabbar,Retired,225.0,86.0,1947-04-16,"New York, New York","[14, 17]",3,78.7,70.4,2567.5,0.0,18.46,9.24,0.01,16.259999999999998,0.0333,0.5665,3.9299999999999997,5.29,0.7421,2.18,6.07,8.26,3.01,0.8099999999999999,2.18,2.8,22.41
Mahmoud Abdul-Rauf,Retired,162.0,73.0,1969-03-09,"Gulfport, Mississippi","[8, 26]",4,65.11111111111111,37.333333333333336,1736.4444444444443,2.833333333333333,14.355555555555554,8.122222222222222,2.8333333333333335,15.722222222222221,0.3164444444444444,0.4583333333333333,2.1888888888888887,2.4555555555555557,0.8931111111111112,0.5111111111111111,1.9666666666666666,2.466666666666667,4.788888888888889,1.0666666666666669,0.1111111111111111,2.1333333333333333,19.38888888888889
Tariq Abdul-Wahad,Retired,223.0,78.0,1974-11-03,"Maisons Alfort, France","[26, 8, 22, 7]",5,39.333333333333336,24.166666666666668,801.1666666666666,0.44999999999999996,9.700000000000001,5.0,0.5166666666666667,11.5,0.2545,0.4206666666666667,2.2666666666666666,3.35,0.6548333333333333,2.1999999999999997,3.733333333333333,5.95,2.1999999999999997,1.3333333333333333,0.6666666666666666,2.1999999999999997,12.366666666666667
Shareef Abdur-Rahim,Retired,225.0,81.0,1976-12-11,"Marietta, Georgia","[1, 26, 25]",6,69.16666666666667,58.666666666666664,2406.8333333333335,0.525,12.35,6.333333333333333,0.5750000000000001,13.275,0.262,0.46075,4.75,5.816666666666666,0.8250833333333333,2.4583333333333335,5.141666666666667,7.633333333333333,2.6,0.9833333333333334,0.725,2.4833333333333334,17.616666666666667
Tom Abernethy,Retired,220.0,79.0,1954-05-06,"South Bend, Indiana","[10, 14, 12]",7,53.0,26.0,760.0,0.0,7.5,3.75,0.05,8.15,0.0,0.45699999999999996,1.6,2.55,0.637,2.1,3.5999999999999996,5.699999999999999,2.45,0.9,0.4,1.05,9.149999999999999
Álex Abrines,Retired,200.0,78.0,1993-08-01,"Palma de Mallorca, Spain",[],10,58.0,5.333333333333333,925.6666666666666,8.4,2.1999999999999997,3.9,7.733333333333333,2.4,0.36133333333333334,0.4563333333333333,1.1333333333333333,1.3333333333333333,0.8896666666666667,0.5666666666666668,2.5666666666666664,3.1333333333333333,1.1666666666666667,1.1666666666666667,0.3333333333333333,0.9333333333333335,11.733333333333334
Alex Acker,Retired,185.0,77.0,1983-01-21,"Compton, California","[13, 9]",11,15.0,0.0,117.0,3.4499999999999997,7.300000000000001,4.75,4.35,10.7,0.275,0.34199999999999997,0.45,0.9,0.25,1.2,3.5,4.699999999999999,3.15,0.95,0.35,2.6999999999999997,11.15
Mark Acres,Retired,220.0,83.0,1962-11-15,"Inglewood, California","[22, 2, 11]",13,62.5,11.333333333333334,997.0,0.15000000000000002,6.233333333333333,3.15,0.11666666666666665,6.1000000000000005,0.486,0.509,1.8,2.716666666666667,0.6626666666666666,3.516666666666666,5.6000000000000005,9.083333333333334,1.0166666666666666,0.8166666666666668,0.6166666666666667,1.45,8.166666666666666
Quincy Acy,Retired,240.0,79.0,1990-10-06,"Tyler, Texas","[26, 20, 28, 24, 7]",15,48.142857142857146,8.571428571428571,770.2857142857143,3.128571428571429,5.171428571428572,3.642857142857143,3.1999999999999997,5.071428571428571,0.3354285714285714,0.5168571428571428,2.1714285714285713,2.8857142857142857,0.7517142857142857,2.0714285714285716,5.785714285714286,7.8428571428571425,1.4857142857142858,0.9285714285714286,1.042857142857143,1.4428571428571428,10.485714285714286
Alvan Adams,Retired,210.0,81.0,1954-07-19,"Lawrence, Kansas",[],16,76.55555555555556,46.22222222222222,1999.0,0.0,14.044444444444444,7.022222222222222,0.011111111111111112,13.944444444444445,0.09255555555555556,0.5032222222222222,3.066666666666667,3.7666666666666666,0.8108888888888889,2.511111111111111,6.011111111111111,8.522222222222222,5.266666666666667,1.7444444444444445,0.9444444444444444,3.3444444444444446,17.144444444444446
Hassan Adams,Retired,220.0,76.0,1984-06-20,"Inglewood, California","[3, 28]",19,36.5,4.0,273.5,0.0,8.3,4.15,0.05,9.35,0.0,0.43400000000000005,1.9,3.4000000000000004,0.5835,1.6,3.6500000000000004,5.199999999999999,0.8,0.95,0.5,2.2,10.149999999999999
Jaylen Adams,Retired,190.0,74.0,1996-05-04,"Baltimore, Maryland",[],20,34.0,1.0,428.0,6.300000000000001,2.2,3.2,6.2,3.0,0.338,0.361,0.6,0.8,0.778,0.9,4.1,5.0,5.5,1.2,0.4,2.4,9.1
Jordan Adams,Retired,209.0,77.0,1994-07-08,"Atlanta, Georgia",[],21,16.0,0.0,131.5,2.25,8.4,4.949999999999999,3.0,10.45,0.2,0.405,4.6,7.65,0.6045,0.65,3.8,4.449999999999999,4.75,4.75,0.5,3.4,15.2
Michael Adams,Retired,162.0,70.0,1963-01-19,"Hartford, Connecticut","[8, 26]",22,59.36363636363637,46.36363636363637,1858.7272727272727,4.554545454545455,7.709090909090907,5.372727272727273,4.6454545454545455,8.363636363636363,0.29927272727272725,0.47300000000000003,3.436363636363636,4.136363636363637,0.8206363636363636,0.6818181818181818,2.3363636363636364,3.0545454545454547,7.281818181818181,1.981818181818182,0.15454545454545457,2.4909090909090907,15.736363636363636
Steven Adams,Oklahoma City Thunder,265.0,83.0,1993-07-20,"Rotorua, New Zealand",[21],23,73.71428571428571,64.57142857142857,1978.4285714285713,0.0,10.4,5.2,0.014285714285714287,8.928571428571429,0.04757142857142858,0.5781428571428571,2.2285714285714286,3.957142857142857,0.5604285714285714,4.5285714285714285,5.757142857142857,10.271428571428572,1.6285714285714286,1.1428571428571428,1.4000000000000001,1.9285714285714286,12.62857142857143
Rafael Addison,Retired,215.0,79.0,1964-07-22,"Jersey City,New Jersey","[3, 9, 24]",24,63.166666666666664,9.0,949.5,1.35,10.700000000000001,5.8,1.5666666666666667,11.5,0.25016666666666665,0.46366666666666667,1.8333333333333333,2.3333333333333335,0.7756666666666666,1.75,3.283333333333333,5.066666666666666,2.283333333333333,0.9166666666666666,0.5,1.8666666666666665,13.866666666666667
Bam Adebayo,Miami Heat,255.0,81.0,1997-07-18,"Newark, New Jersey",[16],25,68.66666666666667,34.0,1727.6666666666667,0.1,10.866666666666667,5.466666666666666,0.2333333333333333,9.6,0.09433333333333334,0.5653333333333334,3.4,4.8,0.7146666666666667,2.966666666666667,7.766666666666667,10.733333333333334,3.8000000000000003,1.1333333333333335,1.1666666666666667,2.2666666666666666,14.333333333333334
Deng Adel,Retired,200.0,79.0,1997-02-01,"Juba, South Sudan",[],26,19.0,3.0,194.0,3.3000000000000003,1.8,2.0,4.3,2.4,0.261,0.385,0.7,0.7,1.0,0.6,3.0,3.5,0.9,0.2,0.7,1.1,5.9
Jeff Adrien,Retired,245.0,79.0,1986-02-10,"Brookline, Massachusetts","[4, 17, 10, 18, 11]",28,30.6,3.4,429.6,0.0,8.16,4.08,0.02,9.02,0.0,0.45,3.16,5.26,0.606,3.6399999999999997,7.840000000000001,11.52,1.6199999999999999,0.64,1.24,1.48,11.34
Arron Afflalo,Retired,210.0,77.0,1985-10-15,"Los Angeles, California","[8, 22, 9, 20, 26, 25]",29,69.27272727272727,48.81818181818182,1893.5454545454545,4.2,6.963636363636365,4.863636363636363,3.627272727272727,7.281818181818181,0.375,0.4747272727272728,2.272727272727273,2.7454545454545456,0.8247272727272726,0.6090909090909091,3.1818181818181817,3.790909090909091,2.2545454545454544,0.6,0.2727272727272727,1.4272727272727275,13.390909090909092
Maurice Ager,Retired,202.0,77.0,1984-02-09,"Detroit, Michigan","[7, 3, 18]",30,20.5,1.0,126.25,3.9000000000000004,8.049999999999999,5.325,3.45,10.425,0.31025,0.3835,1.55,2.8,0.40149999999999997,0.55,2.625,3.125,1.3,0.575,0.35,2.575,13.475
Mark Aguirre,Retired,232.0,78.0,1959-12-10,"Chicago, Illinois","[7, 9, 13]",31,71.0,49.15384615384615,2133.076923076923,1.7538461538461538,16.723076923076924,8.938461538461539,1.8076923076923077,16.86923076923077,0.3072307692307692,0.4938461538461538,4.453846153846154,6.0307692307692315,0.735,2.1,3.7384615384615385,5.861538461538462,3.6923076923076925,0.8692307692307693,0.3692307692307692,2.9153846153846152,22.915384615384614
Blake Ahearn,Retired,190.0,74.0,1984-05-27,"St. Louis, Missouri","[16, 29, 27]",32,6.333333333333333,0.0,75.33333333333333,8.2,2.2666666666666666,3.9,8.433333333333334,4.833333333333333,0.33866666666666667,0.20566666666666666,3.2999999999999994,3.3666666666666667,0.656,0.06666666666666667,2.6666666666666665,2.733333333333333,2.966666666666667,1.0333333333333332,0.0,3.733333333333333,13.799999999999999
Danny Ainge,Retired,175.0,76.0,1959-03-17,"Eugene, Oregon","[2, 24, 25, 26]",33,74.42857142857143,36.285714285714285,1982.5,3.7928571428571436,9.328571428571427,5.928571428571429,3.3999999999999995,9.5,0.3439285714285715,0.49778571428571433,2.2285714285714286,2.6357142857142857,0.8423571428571428,0.9357142857142857,2.6357142857142857,3.5785714285714287,5.378571428571428,1.5,0.17142857142857143,2.092857142857143,15.35
Alexis Ajinça,Retired,248.0,86.0,1988-05-06,"Saint-Etienne, France","[4, 28, 7]",35,41.857142857142854,10.857142857142858,557.8571428571429,0.5571428571428572,11.314285714285713,5.828571428571428,0.6,11.62857142857143,0.05042857142857143,0.4907142857142857,2.0714285714285716,2.842857142857143,0.6648571428571428,2.6,6.471428571428571,9.057142857142859,1.0,1.0714285714285714,1.5571428571428572,2.2714285714285714,13.928571428571429
Josh Akognon,Retired,185.0,71.0,1986-02-10,"Greenbrae, California",[],37,3.0,0.0,9.0,12.0,8.0,8.0,8.0,8.0,0.5,0.5,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,20.0
DeVaughn Akoon-Purcell,Retired,200.0,78.0,1993-06-05,"Orlando, Florida",[],38,7.0,0.0,22.0,0.0,9.8,4.9,6.5,9.8,0.0,0.5,1.6,3.3,0.5,1.6,4.9,6.5,9.8,3.3,0.0,3.3,11.5
Solomon Alabi,Retired,251.0,85.0,1988-03-21,"Kaduna, Nigeria",[],39,13.0,0.0,90.5,0.0,5.6,2.8,0.0,9.899999999999999,0.0,0.28049999999999997,1.05,1.7999999999999998,0.4375,4.35,6.85,11.2,1.05,0.8999999999999999,1.9500000000000002,1.65,6.699999999999999
Mark Alarie,Retired,217.0,80.0,1963-12-11,"Phoenix, Arizona",[8],40,65.0,8.2,1100.0,0.7200000000000002,12.959999999999999,6.68,0.9,13.24,0.24559999999999998,0.4866,2.1399999999999997,2.7399999999999998,0.7764,2.8600000000000003,4.5,7.340000000000001,2.34,0.8,0.6799999999999999,2.1,15.74
Furkan Aldemir,Retired,240.0,82.0,1991-08-09,"Konak, Turkey",[],42,41.0,9.0,540.0,0.0,5.4,2.7,0.3,4.9,0.0,0.548,0.9,1.8,0.481,5.2,6.5,11.7,1.9,1.1,1.1,1.1,6.2
Cole Aldrich,Retired,250.0,83.0,1988-10-31,"Burnsville, Minnesota","[20, 18, 13, 21, 11, 26]",43,42.375,2.875,423.625,0.0,8.1,4.05,0.0,8.075,0.0,0.50975,1.7625,2.65,0.67575,3.2625,8.15,11.4125,1.6125,1.3875,2.2875,1.875,9.875
LaMarcus Aldridge,San Antonio Spurs,260.0,83.0,1985-07-19,"Dallas, Texas","[25, 27]",44,71.42857142857143,68.5,2458.9285714285716,0.6214285714285714,16.04285714285714,8.221428571428572,0.6642857142857144,16.064285714285713,0.22185714285714284,0.5000714285714286,3.685714285714286,4.542857142857143,0.8062857142857143,2.814285714285714,5.928571428571429,8.742857142857144,2.05,0.7428571428571429,1.2142857142857142,1.6214285714285714,20.364285714285717
Chuck Aleksinas,Retired,260.0,83.0,1959-02-26,"Litchfield, Connecticut",[],45,74.0,4.0,1114.0,0.0,10.4,5.2,0.0,10.9,0.0,0.479,1.8,2.4,0.733,2.8,5.9,8.7,1.2,0.5,0.5,2.3,12.2
Cliff Alexander,Retired,245.0,80.0,1995-11-16,"Chicago, Illinois",[],46,8.0,0.0,36.0,0.0,10.0,5.0,0.0,10.0,0.0,0.5,0.0,0.0,0.0,2.0,4.0,6.0,0.0,1.0,2.0,1.0,10.0
Cory Alexander,Retired,185.0,73.0,1973-06-22,"Waynesboro, Virginia","[27, 8, 22, 4]",47,43.857142857142854,5.0,692.4285714285714,4.371428571428571,4.742857142857143,3.857142857142857,4.271428571428571,6.228571428571429,0.3365714285714286,0.3794285714285714,1.8142857142857143,2.4285714285714284,0.7415714285714285,0.6285714285714284,3.2285714285714286,3.8428571428571425,6.285714285714286,1.9857142857142858,0.2,3.542857142857143,10.957142857142857
Courtney Alexander,Retired,205.0,77.0,1977-04-27,"Bridgeport, Connecticut","[30, 19, 7]",48,62.333333333333336,19.666666666666668,1355.6666666666667,1.0,10.866666666666665,5.8,1.0666666666666667,12.666666666666666,0.327,0.429,3.0,3.6999999999999997,0.8126666666666668,1.0999999999999999,2.533333333333333,3.6,2.0,1.0,0.16666666666666666,1.8,14.933333333333335
Gary Alexander,Retired,240.0,79.0,1969-11-01,"Jacksonville, Florida","[6, 16]",49,11.0,0.0,55.0,0.0,10.4,5.2,0.0,9.2,0.0,0.571,2.0,5.9,0.333,4.6,5.2,9.8,1.3,2.0,0.0,5.2,12.4
Joe Alexander,Retired,230.0,80.0,1986-12-26,"Kaohsiung, Taiwan","[17, 5]",50,33.5,0.0,372.5,1.2000000000000002,5.5,3.15,1.75,8.1,0.174,0.316,2.7,3.95,0.683,2.35,3.6500000000000004,6.0,2.3,1.0,1.35,1.3,9.5
Victor Alexander,Retired,265.0,81.0,1969-08-31,"Detroit, Michigan","[10, 9]",51,57.2,31.0,1151.0,0.30000000000000004,13.520000000000001,6.859999999999999,0.45999999999999996,13.86,0.1698,0.4974,1.8800000000000001,3.1,0.6006,2.7399999999999998,6.279999999999999,9.059999999999999,1.7,0.7,0.9800000000000001,2.2600000000000002,15.62
Nickeil Alexander-Walker,New Orleans Pelicans,205.0,77.0,1998-09-02,"Toronto, Canada",[19],52,41.0,0.0,501.0,8.7,5.4,5.5,8.4,7.9,0.342,0.336,1.2,2.0,0.607,0.6,5.2,5.7,5.3,0.8,0.5,2.9,15.2
Steve Alford,Retired,183.0,74.0,1964-11-23,"Franklin, Indiana","[7, 10]",53,42.25,0.75,410.25,2.1750000000000003,11.700000000000001,6.550000000000001,2.45,11.85,0.27775,0.4845,3.2750000000000004,3.65,0.8865,0.65,2.75,3.45,3.975,1.975,0.30000000000000004,2.075,17.075
Rawle Alkins,Retired,225.0,77.0,1997-10-29,"Brooklyn, New York",[],54,10.0,1.0,120.0,2.7,6.0,3.9,3.6,8.1,0.25,0.37,2.4,3.6,0.667,3.3,4.5,7.8,3.9,0.3,0.0,2.4,11.1
Grayson Allen,Memphis Grizzlies,198.0,76.0,1995-10-08,"Jacksonville, Florida","[29, 15]",57,34.0,1.0,457.0,7.799999999999999,6.3,5.75,7.6,6.449999999999999,0.34299999999999997,0.492,3.05,3.85,0.8035,0.35,3.0500000000000003,3.4,2.6500000000000004,0.45,0.3,2.3,17.15
Jarrett Allen,Brooklyn Nets,237.0,83.0,1998-04-21,"Austin, Texas",[3],58,68.66666666666667,53.666666666666664,1653.0,0.2,11.466666666666667,5.8,0.43333333333333335,9.166666666666666,0.15533333333333335,0.6236666666666667,3.1333333333333333,4.533333333333333,0.7053333333333334,3.6999999999999997,7.766666666666667,11.4,1.6666666666666667,0.7333333333333334,2.066666666666667,1.7666666666666666,14.833333333333334
Jerome Allen,Retired,184.0,76.0,1973-01-28,"Philadelphia, Pennsylvania","[12, 18, 8]",59,58.5,0.5,652.5,3.1500000000000004,4.4,3.3,3.45,6.050000000000001,0.313,0.368,2.1,3.1500000000000004,0.6525,0.75,2.4,3.1,5.35,1.65,0.35,3.0,9.7
Kadeem Allen,New York Knicks,200.0,73.0,1993-01-15,"Wilmington, North Carolina","[20, 2]",60,15.666666666666666,0.6666666666666666,213.33333333333334,3.0,7.0,4.466666666666666,3.9000000000000004,7.133333333333333,0.26166666666666666,0.5006666666666667,2.733333333333333,3.6999999999999997,0.7306666666666667,0.8666666666666667,2.766666666666667,3.6333333333333333,5.7,1.3,0.5333333333333333,2.6,12.733333333333334
Lavoy Allen,Retired,260.0,81.0,1989-02-04,"Morrisville, Pennsylvania","[12, 23]",61,64.66666666666667,14.5,1150.8333333333333,0.05,8.533333333333333,4.283333333333333,0.06666666666666667,9.049999999999999,0.025666666666666667,0.4728333333333334,0.9500000000000001,1.4000000000000001,0.6986666666666667,3.6833333333333336,6.0,9.716666666666667,2.1,0.6333333333333333,1.0999999999999999,1.3333333333333333,9.533333333333333
Malik Allen,Retired,255.0,82.0,1978-06-27,"Willingboro, New Jersey","[16, 5, 8, 17, 3, 7, 4, 22]",63,47.8,12.5,726.2,0.06,9.68,4.85,0.12,11.059999999999999,0.16670000000000001,0.434,1.19,1.53,0.7537,2.5100000000000002,4.35,6.87,1.1600000000000001,0.6399999999999999,1.0699999999999998,1.31,10.940000000000001
Randy Allen,Retired,220.0,80.0,1965-01-26,"Milton, Florida",[],64,35.0,3.0,394.5,0.0,11.8,5.9,0.55,13.149999999999999,0.0,0.4505,0.9500000000000001,1.9,0.5175000000000001,2.45,3.8,6.300000000000001,0.55,0.8,0.8500000000000001,1.5499999999999998,12.75
Ray Allen,Retired,205.0,77.0,1975-07-20,"Merced, California","[17, 2, 16]",65,72.22222222222223,63.833333333333336,2574.6666666666665,6.966666666666667,8.533333333333335,6.561111111111111,5.772222222222222,8.766666666666667,0.3996111111111111,0.48877777777777776,3.3444444444444446,3.744444444444445,0.8953888888888889,0.9333333333333333,3.138888888888889,4.072222222222222,3.3555555555555556,1.1333333333333333,0.1888888888888889,2.088888888888889,18.788888888888888
Tony Allen,Retired,213.0,76.0,1982-01-11,"Chicago, Illinois","[15, 2]",66,58.57142857142857,31.5,1289.642857142857,0.8142857142857143,9.942857142857141,5.228571428571429,0.9642857142857143,9.978571428571428,0.26035714285714284,0.4972857142857143,2.7857142857142856,3.9499999999999997,0.6910714285714287,1.9785714285714284,3.664285714285714,5.642857142857143,2.185714285714286,2.25,0.6714285714285715,2.3714285714285714,13.549999999999999
Lance Allred,Retired,250.0,83.0,1981-02-02,"Salt Lake City, Utah",[],69,3.0,0.0,10.0,0.0,7.2,3.6,0.0,14.4,0.0,0.25,3.6,7.2,0.5,0.0,3.6,3.6,0.0,0.0,0.0,0.0,10.8
Darrell Allums,Retired,220.0,81.0,1958-09-12,"Los Angeles, California",[],70,22.0,11.0,276.0,0.0,6.0,3.0,0.1,8.6,0.0,0.348,1.7,2.9,0.591,2.5,6.0,8.5,3.3,0.7,1.0,3.0,7.7
Morris Almond,Retired,225.0,78.0,1985-02-02,"Dalton, Georgia","[29, 30]",71,12.666666666666666,0.3333333333333333,120.33333333333333,2.0999999999999996,6.333333333333333,3.866666666666667,2.566666666666667,8.9,0.29233333333333333,0.35600000000000004,2.4,3.6,0.6026666666666667,0.6,3.133333333333333,3.733333333333333,1.6333333333333335,1.7666666666666666,0.19999999999999998,1.5333333333333332,10.833333333333334
Derrick Alston,Retired,225.0,83.0,1972-08-20,"Bronx, New York","[23, 1]",72,46.333333333333336,14.0,885.6666666666666,0.0,5.733333333333334,2.866666666666667,0.06666666666666667,11.299999999999999,0.111,0.3283333333333333,1.1,4.3999999999999995,0.32766666666666666,5.333333333333333,3.8000000000000003,9.133333333333333,0.8666666666666666,0.8666666666666666,0.7999999999999999,1.0333333333333334,6.833333333333333
Rafer Alston,Retired,171.0,74.0,1976-07-24,"New York, New York","[11, 28, 17, 16, 22, 3]",73,61.0,41.09090909090909,1762.909090909091,4.827272727272727,5.345454545454546,4.281818181818182,4.672727272727273,6.881818181818182,0.33681818181818185,0.39,1.4545454545454546,2.036363636363636,0.716,0.49090909090909096,3.027272727272727,3.5181818181818185,6.445454545454546,1.5090909090909093,0.19090909090909092,2.381818181818182,11.672727272727274
Peter Aluma,Retired,260.0,82.0,1973-04-23,"Lagos, Nigeria",[],74,2.0,0.0,5.0,0.0,14.4,7.2,0.0,14.4,0.0,0.5,0.0,0.0,0.0,7.2,7.2,14.4,0.0,7.2,7.2,14.4,14.4
John Amaechi,Retired,270.0,82.0,1970-11-26,"Boston, Massachusetts","[22, 29, 6]",75,58.8,18.6,962.2,0.0,8.2,4.1,0.04,10.68,0.0334,0.3794,3.28,5.16,0.6184000000000001,1.8800000000000001,3.94,5.8,1.58,0.68,0.72,3.0,11.540000000000001
Ashraf Amaya,Retired,230.0,80.0,1971-11-23,"Oak Park, Illinois",[],76,42.5,17.0,624.0,0.30000000000000004,6.6,3.45,0.1,8.95,0.5,0.382,3.45,5.95,0.5935,4.2,7.199999999999999,11.45,0.9,1.2,0.5,2.2,10.55
Al-Farouq Aminu,Orlando Magic,220.0,80.0,1990-09-21,"Atlanta, Georgia","[25, 13, 7, 22]",77,68.8,43.1,1726.4,3.1500000000000004,5.5600000000000005,3.8299999999999996,3.2399999999999998,6.09,0.3001,0.4514,1.89,2.57,0.7343,2.08,6.529999999999999,8.58,1.77,1.42,0.8300000000000001,1.75,10.59
Lou Amundson,Retired,220.0,81.0,1982-12-07,"Ventura, California","[24, 20, 12, 10, 23, 18, 6, 5, 29]",78,42.8,4.2,550.7,0.0,7.720000000000001,3.8600000000000003,0.0,8.48,0.0,0.45570000000000005,1.6600000000000001,4.05,0.4064,4.39,5.42,9.82,1.1099999999999999,1.0,1.86,1.98,9.370000000000001
Chris Andersen,Retired,245.0,82.0,1978-07-07,"Long Beach, California","[8, 16, 15, 6]",80,46.333333333333336,3.0,818.2,0.14,7.293333333333333,3.6933333333333334,0.26666666666666666,7.239999999999999,0.11406666666666668,0.5184,3.06,4.786666666666666,0.6474666666666666,3.4266666666666667,6.6866666666666665,10.139999999999999,0.9466666666666667,0.94,2.893333333333333,1.48,10.526666666666667
David Andersen,Retired,245.0,83.0,1980-06-23,"Carlton, Australia","[11, 19, 28]",81,51.5,0.0,632.0,2.85,9.399999999999999,5.65,2.7,10.05,0.347,0.474,1.65,2.4000000000000004,0.6615,2.05,6.2,8.25,1.55,0.55,0.7,1.8,13.850000000000001
Alan Anderson,Retired,220.0,78.0,1982-10-16,"Minneapolis, Minnesota","[28, 4, 13, 30]",82,41.25,8.25,849.125,5.0625,5.475,4.4125,4.9375,6.075,0.339875,0.4495,2.15,2.65,0.802,0.8,3.0500000000000003,3.875,2.0875,0.825,0.15000000000000002,1.5875,12.6875
Antonio Anderson,Retired,215.0,78.0,1985-06-05,"Lynn, Massachusetts",[],84,1.0,0.0,15.0,0.0,4.8,2.4,0.0,7.2,0.0,0.333,0.0,0.0,0.0,2.4,0.0,2.4,0.0,0.0,0.0,2.4,4.8
Derek Anderson,Retired,194.0,77.0,1974-07-18,"Louisville, Kentucky","[25, 6, 27, 4, 13, 16, 11]",88,55.90909090909091,35.45454545454545,1634.090909090909,3.954545454545454,6.636363636363637,4.663636363636363,3.890909090909091,7.681818181818182,0.33136363636363636,0.4338181818181818,3.590909090909091,4.2727272727272725,0.8393636363636364,0.8363636363636363,3.1636363636363636,4.0181818181818185,4.190909090909091,1.3545454545454545,0.17272727272727273,2.1363636363636362,14.254545454545456
Dwight Anderson,Retired,185.0,75.0,1960-12-28,"Dayton, Ohio",[],89,5.0,0.0,33.0,0.0,15.2,7.6,0.0,15.3,0.0,0.5,7.6,10.9,0.7,0.0,2.2,2.2,3.3,1.1,0.0,5.5,22.9
Eric Anderson,Retired,220.0,81.0,1970-05-26,"Chicago, Illinois",[],90,13.5,0.0,41.5,2.7,8.7,5.3,0.9,14.25,0.5,0.3055,6.8,11.75,0.6014999999999999,5.2,8.35,13.6,2.15,1.25,0.8500000000000001,2.9499999999999997,18.299999999999997
Greg Anderson,Retired,230.0,82.0,1964-06-22,"Houston, Texas","[27, 8, 1, 17, 9, 3]",91,68.0,31.5,1404.0,0.0,9.14,4.58,0.09,9.23,0.0533,0.4991,2.1,4.05,0.5145,3.55,7.31,10.879999999999999,0.9800000000000001,1.24,1.61,2.2800000000000002,11.29
J.J. Anderson,Retired,195.0,80.0,1960-09-23,"Chicago, Illinois","[29, 23]",92,52.333333333333336,0.6666666666666666,656.6666666666666,0.0,11.266666666666667,5.633333333333333,0.19999999999999998,12.5,0.0,0.45166666666666666,2.1666666666666665,4.033333333333333,0.5283333333333333,3.4333333333333336,4.1000000000000005,7.533333333333334,2.066666666666667,1.9666666666666666,0.7666666666666666,2.4,13.4
James Anderson,Retired,213.0,78.0,1989-03-25,"El Dorado, Arkansas","[27, 23, 26, 11]",93,49.4,16.6,864.0,4.92,4.96,4.12,5.0200000000000005,5.38,0.323,0.4584,1.72,2.2,0.774,0.8800000000000001,3.72,4.62,2.5599999999999996,0.8800000000000001,0.48,1.8800000000000001,11.6
Justin Anderson,No Information,230.0,78.0,1993-11-19,"Montross, Virginia","[7, 23, 1]",95,43.8,4.6,574.8,4.32,6.159999999999999,4.5200000000000005,5.96,6.36,0.2412,0.48460000000000003,2.2800000000000002,3.28,0.7142000000000001,1.3199999999999998,5.0200000000000005,6.34,1.4,1.0,1.1400000000000001,1.22,12.76
Kenny Anderson,Retired,168.0,72.0,1970-10-09,"Queens, New York","[3, 2, 25, 12, 1, 19, 13]",96,61.285714285714285,49.5,1847.7142857142858,1.7785714285714282,9.514285714285714,5.357142857142857,1.7428571428571427,11.014285714285714,0.3083571428571429,0.43292857142857144,2.7857142857142856,3.5357142857142856,0.7809999999999999,0.9500000000000001,2.7714285714285714,3.685714285714286,6.8428571428571425,1.707142857142857,0.15,2.457142857142857,14.107142857142858
Kyle Anderson,Memphis Grizzlies,230.0,81.0,1993-09-20,"Fairview, New Jersey","[27, 15]",98,58.166666666666664,25.0,1128.6666666666667,1.05,7.066666666666666,3.8666666666666667,1.2166666666666666,7.016666666666667,0.2965,0.5036666666666666,1.45,2.1,0.6873333333333332,1.1833333333333333,6.166666666666667,7.366666666666667,3.516666666666667,1.6833333333333333,0.9166666666666666,1.5166666666666666,9.549999999999999
Michael Anderson,Retired,184.0,71.0,1966-03-23,"Philadelphia, Pennsylvania",[],99,36.0,12.0,730.0,0.0,7.2,3.6,0.3,8.3,0.143,0.429,2.8,4.0,0.695,2.2,2.2,4.4,7.5,2.2,0.1,4.1,10.1
Nick Anderson,Retired,205.0,78.0,1968-01-20,"Chicago, Illinois","[22, 26, 15]",100,61.53846153846154,48.92307692307692,1917.076923076923,4.753846153846154,8.738461538461538,5.9692307692307685,4.776923076923077,9.3,0.31576923076923075,0.4482307692307692,2.1076923076923078,3.1923076923076925,0.5803846153846154,1.3384615384615384,4.523076923076923,5.861538461538462,2.853846153846154,1.5923076923076922,0.5769230769230769,1.9615384615384615,15.592307692307692
Richard Anderson,Retired,240.0,82.0,1960-11-19,"San Pedro, California","[25, 8, 11]",101,67.83333333333333,5.0,1000.3333333333334,2.9499999999999997,9.166666666666666,5.566666666666666,2.9166666666666665,10.516666666666667,0.30233333333333334,0.43933333333333335,1.7666666666666666,2.3166666666666664,0.7676666666666666,2.65,5.783333333333334,8.466666666666667,3.633333333333333,1.2833333333333334,0.5,2.0833333333333335,13.883333333333335
