name,team_name,weight,height_inches,birth_date,birth_place,teams,player_id,total_games,games_started,minutes_played,fg3,fg2,fg,fg3a,fg2a,fg3p,fg2p,ft,fta,ftp,orb,drb,trb,ast,stl,blk,tov,pts
Gorgui Dieng,Memphis Grizzlies,252.0,82.0,1990-01-18,"Kebemer, Senegal",[15],1058,71.42857142857143,29.142857142857142,1578.857142857143,1.5428571428571427,9.22857142857143,5.1571428571428575,1.457142857142857,8.985714285714286,0.40971428571428575,0.5135714285714286,2.585714285714286,3.357142857142857,0.78,3.185714285714286,7.3428571428571425,10.542857142857143,2.2285714285714286,1.4142857142857144,1.657142857142857,2.0,13.428571428571429
Coby Dietrick,Retired,220.0,82.0,1948-07-23,"Riverside, California",[5],1060,60.75,19.75,1026.5,0.07500000000000001,6.5,3.275,0.1,7.825,0.111,0.39525,1.35,2.375,0.54025,2.175,5.375,7.525,4.275,1.525,0.9,1.85,7.875
Mickey Dillard,Retired,170.0,75.0,1958-10-15,"Hollywood, Florida",[],1064,33.0,0.0,221.0,0.0,9.4,4.7,0.7,12.2,0.0,0.387,2.4,3.7,0.652,1.0,1.5,2.4,5.5,1.3,0.3,2.8,11.9
Byron Dinkins,Retired,170.0,73.0,1967-06-15,"Charlotte, North Carolina","[11, 27, 12]",1067,22.5,0.0,255.5,0.15000000000000002,7.699999999999999,3.9000000000000004,0.45,9.05,0.0555,0.421,2.25,2.6,0.878,0.65,2.8,3.45,6.05,1.2,0.1,3.4000000000000004,10.05
Spencer Dinwiddie,Brooklyn Nets,215.0,77.0,1993-04-06,"Los Angeles, California",[9],1071,51.166666666666664,20.0,1309.8333333333333,4.4,7.666666666666667,5.3,5.183333333333334,8.383333333333333,0.2715,0.45399999999999996,4.2,5.566666666666666,0.7786666666666666,0.6,3.25,3.85,6.633333333333333,1.0,0.3666666666666667,2.3333333333333335,16.266666666666666
Ike Diogu,Retired,250.0,80.0,1983-09-11,"Buffalo, New York","[10, 12, 13, 25, 26, 27]",1072,37.5,3.0,465.8333333333333,0.1,10.833333333333334,5.433333333333334,0.049999999999999996,11.433333333333332,0.08333333333333333,0.428,4.933333333333334,6.116666666666667,0.8128333333333333,3.15,4.933333333333334,8.066666666666666,0.6833333333333332,0.39999999999999997,0.5499999999999999,2.433333333333333,15.833333333333334
DeSagana Diop,Retired,300.0,84.0,1982-01-30,"Dakar, Senegal","[7, 6, 4, 3]",1073,50.083333333333336,7.75,700.25,0.0,4.45,2.225,0.03333333333333333,5.5249999999999995,0.041666666666666664,0.4068333333333333,0.5416666666666666,1.3916666666666666,0.32466666666666666,3.1750000000000003,5.691666666666666,8.85,1.4083333333333332,0.875,2.6166666666666667,1.7916666666666667,4.941666666666667
Vlade Divac,Retired,243.0,85.0,1968-02-03,"Prijepolje, Serbia","[14, 26]",1076,70.875,61.1875,2114.875,0.28125,10.6625,5.425,0.43125,10.625,0.2081875,0.500375,3.04375,4.375,0.6924375,3.1875,6.6625,9.85,3.74375,1.39375,1.6312499999999999,2.73125,14.0
Donte DiVincenzo,Milwaukee Bucks,203.0,76.0,1997-01-31,"Newark, Delaware",[17],1077,38.5,10.0,776.5,5.85,6.0,4.95,6.5,4.95,0.3055,0.623,1.15,1.5,0.765,1.5,5.05,6.5,3.05,1.7,0.45,1.7999999999999998,13.0
Juan Dixon,Retired,164.0,75.0,1978-10-09,"Baltimore, Maryland","[30, 25, 28, 9]",1078,62.285714285714285,11.0,1215.5714285714287,4.2,8.799999999999999,5.814285714285715,4.1571428571428575,10.057142857142859,0.3435714285714285,0.43557142857142855,2.1714285714285713,2.6,0.8364285714285715,0.6857142857142857,2.8857142857142857,3.5714285714285716,3.542857142857143,1.4285714285714286,0.15714285714285717,2.442857142857143,15.171428571428573
Michael Doleac,Retired,262.0,83.0,1977-06-15,"San Antonio, Texas","[22, 16, 20, 6, 8, 18]",1080,58.7,8.4,878.9,0.0,9.620000000000001,4.8100000000000005,0.04,10.93,0.05,0.44029999999999997,1.58,2.0100000000000002,0.7626000000000001,2.3899999999999997,5.529999999999999,7.93,1.29,0.89,0.89,1.55,11.2
James Donaldson,Retired,275.0,86.0,1957-08-16,"Heacham, United Kingdom","[7, 29, 20]",1083,68.35714285714286,49.42857142857143,1873.0,0.0,8.314285714285713,4.1571428571428575,0.0,7.328571428571428,0.0,0.5668571428571428,2.6142857142857143,3.7142857142857144,0.7125714285714285,2.7642857142857147,7.392857142857143,10.178571428571429,1.0285714285714287,0.4428571428571429,1.8642857142857143,1.9642857142857142,10.914285714285715
Luka Dončić,Dallas Mavericks,218.0,79.0,1999-02-28,"Ljubljana, Slovenia",[7],1084,58.0,58.0,1880.5,8.700000000000001,12.4,9.15,9.0,11.4,0.325,0.5409999999999999,6.5,8.75,0.739,1.4,8.15,9.6,8.1,1.15,0.30000000000000004,4.199999999999999,27.7
Billy Donovan,Retired,171.0,71.0,1965-05-30,"Rockville Centre, New York",[],1086,44.0,0.0,364.0,0.0,8.8,4.4,0.7,10.1,0.0,0.431,1.7,2.1,0.81,0.5,2.0,2.5,8.6,1.6,0.1,4.2,10.4
Keyon Dooling,Retired,196.0,75.0,1980-05-08,"Ft. Lauderdale, Florida","[13, 22, 3, 17, 16, 2, 15]",1088,56.0,6.615384615384615,1087.2307692307693,3.6000000000000005,6.830769230769231,4.6,3.430769230769231,7.7153846153846155,0.32915384615384613,0.4492307692307692,2.5,3.123076923076923,0.802,0.2692307692307692,1.8923076923076922,2.1692307692307695,3.869230769230769,1.0923076923076922,0.2,2.0923076923076924,12.923076923076923
Jacky Dorsey,Retired,230.0,79.0,1954-12-18,"Atlanta, Georgia","[11, 8, 25]",1089,29.0,14.0,253.0,0.0,5.6,2.8,0.0,10.0,0.0,0.286,1.8,3.6,0.52,3.3,9.2,12.5,1.3,1.3,0.1,2.0,7.5
Joey Dorsey,Retired,268.0,80.0,1983-12-16,"Baltimore, Maryland","[11, 28, 26]",1090,32.5,6.5,372.0,0.0,8.049999999999999,4.025,0.0,7.925,0.0,0.50775,1.2000000000000002,3.025,0.29574999999999996,3.7750000000000004,7.575,11.375,2.425,1.1,0.75,1.6,9.225
Tyler Dorsey,Retired,183.0,77.0,1996-02-18,"Pasadena, California","[1, 15]",1092,52.0,8.0,836.0,7.5,5.9,5.4,7.1,6.8,0.34750000000000003,0.435,1.85,2.7,0.6685,1.0,4.300000000000001,5.3,2.9,0.6499999999999999,0.15000000000000002,1.4,15.15
Luguentz Dort,Oklahoma City Thunder,215.0,75.0,1999-04-19,"Montreal, Canada",[21],1093,20.0,12.0,416.0,3.9000000000000004,4.6,3.5,4.3,4.5,0.3,0.5,1.6,2.1,0.75,1.0,1.6,2.6,1.0,1.3,0.1,1.0,10.0
Damyean Dotson,New York Knicks,202.0,77.0,1994-05-06,"Houston, Texas",[20],1094,54.0,14.0,1087.0,6.5,6.266666666666666,5.3,6.066666666666666,6.266666666666667,0.35000000000000003,0.5026666666666667,1.1666666666666667,1.6666666666666667,0.7096666666666667,0.5666666666666667,4.3999999999999995,4.933333333333334,2.4,0.9666666666666667,0.20000000000000004,1.1666666666666667,13.9
Quincy Douby,Retired,175.0,75.0,1984-05-16,"Brooklyn, New York","[26, 28]",1095,47.666666666666664,0.0,511.6666666666667,4.6,7.133333333333333,5.066666666666666,5.166666666666667,8.033333333333333,0.296,0.445,1.7,1.9666666666666668,0.8503333333333334,0.8333333333333334,2.8000000000000003,3.6333333333333333,2.2333333333333334,1.0999999999999999,0.5,1.8333333333333333,13.4
Bruce Douglas,Retired,195.0,75.0,1964-04-09,"Quincy, Illinois",[],1096,8.0,1.0,98.0,0.0,5.2,2.6,0.4,8.4,0.0,0.304,0.0,1.5,0.0,1.8,3.3,5.1,6.2,3.3,0.0,3.3,5.1
John Douglas,Retired,170.0,74.0,1956-06-12,"Town Creek, Alabama",[],1097,33.5,5.0,521.5,5.4,5.7,4.65,4.05,11.75,0.40249999999999997,0.247,4.15,4.8,0.8285,0.45,2.6,3.05,4.05,0.85,0.15,1.6,15.3
Leon Douglas,Retired,230.0,82.0,1954-08-26,"Leighton, Alabama",[9],1098,54.25,22.5,1069.25,0.0,6.6499999999999995,3.325,0.025,6.1499999999999995,0.0,0.558,1.5750000000000002,3.2,0.406,3.375,5.4750000000000005,8.85,1.35,0.44999999999999996,1.475,1.9,8.2
Sherman Douglas,Retired,180.0,72.0,1966-09-15,"Washington, District of Columbia","[2, 16, 3, 17, 13]",1099,63.75,40.166666666666664,1762.3333333333333,0.825,10.416666666666666,5.45,1.0166666666666666,10.366666666666667,0.21558333333333335,0.501,2.7583333333333333,3.983333333333333,0.6904166666666667,0.9416666666666668,1.9083333333333332,2.8666666666666667,7.183333333333334,1.3499999999999999,0.125,2.9333333333333336,13.916666666666666
Toney Douglas,Retired,195.0,74.0,1986-03-16,"Jonesboro, Georgia","[20, 11, 16, 10, 15, 26]",1100,49.25,8.125,938.875,5.362500000000001,6.175000000000001,4.875,5.4875,6.9625,0.315125,0.44837499999999997,1.7750000000000001,2.225,0.7975,0.95,3.4,4.35,4.3375,1.675,0.2625,2.0375,13.3
Chris Douglas-Roberts,Retired,200.0,79.0,1987-01-08,"Detroit, Michigan","[3, 4, 17, 13, 7]",1101,37.0,10.166666666666666,730.1666666666666,1.6,6.8,3.9333333333333336,2.183333333333333,7.5,0.2273333333333333,0.4458333333333333,3.0,3.6833333333333336,0.8343333333333334,0.5,3.1666666666666665,3.6833333333333336,2.1,0.9,0.31666666666666665,1.2,11.416666666666666
Sekou Doumbouya,Detroit Pistons,209.0,80.0,2000-12-23,"Conakry, Guinea",[9],1102,30.0,18.0,605.0,4.5,6.0,4.5,4.9,6.6,0.305,0.459,1.6,2.4,0.675,1.0,5.1,6.1,0.8,1.0,0.4,1.9,12.1
Zabian Dowdell,Retired,191.0,75.0,1984-09-10,"Pahokee, Florida",[],1105,24.0,0.0,292.0,1.2000000000000002,11.8,6.3,1.2,14.2,0.3,0.417,2.0,2.1,0.941,0.6,1.8,2.5,6.3,2.5,0.2,3.6,14.9
Milton Doyle,Retired,185.0,76.0,1993-10-31,"Chicago, Illinois",[],1109,10.0,0.0,125.0,3.5999999999999996,5.2,3.7,6.6,6.9,0.174,0.375,1.2,2.3,0.5,0.9,4.3,5.2,2.9,1.7,0.6,0.6,9.8
PJ Dozier,Denver Nuggets,205.0,78.0,1996-10-25,"Columbia, South Carolina","[8, 2, 21]",1110,7.666666666666667,0.0,91.66666666666667,2.5,13.733333333333334,7.7,3.266666666666667,14.166666666666666,0.17300000000000001,0.47866666666666663,0.6,1.0666666666666667,0.3786666666666667,1.6666666666666667,7.966666666666666,9.633333333333333,2.566666666666667,0.8333333333333334,0.26666666666666666,4.6000000000000005,16.933333333333334
Terry Dozier,Retired,210.0,81.0,1966-06-29,"Baltimore, Maryland",[],1111,9.0,0.0,92.0,0.0,7.0,3.5,0.4,10.2,0.0,0.346,1.6,3.1,0.5,2.7,3.1,5.9,1.2,2.3,0.8,2.7,8.6
Goran Dragić,Miami Heat,190.0,75.0,1986-05-06,"Ljubljana, Slovenia","[24, 16, 11]",1112,66.83333333333333,42.416666666666664,1873.3333333333333,4.800000000000001,9.466666666666667,6.325,4.383333333333334,9.508333333333333,0.36325,0.49533333333333335,3.108333333333333,4.1,0.7563333333333334,0.9416666666666668,3.0583333333333336,4.0,6.175,1.2750000000000001,0.2333333333333333,2.983333333333333,17.375
Zoran Dragić,Retired,200.0,77.0,1989-06-22,"Ljubljana, Slovenia","[16, 24]",1113,16.0,1.0,75.0,4.199999999999999,7.6,5.3,6.7,7.7,0.214,0.5,1.4,2.4,0.6,2.4,1.4,3.8,2.4,1.0,0.0,2.4,13.4
Greg Dreiling,Retired,250.0,85.0,1962-11-07,"Wichita, Kansas","[12, 7, 6]",1114,47.4,9.4,424.1,0.09000000000000002,6.5600000000000005,3.28,0.1,7.26,0.3,0.4547,2.82,4.22,0.6567000000000001,2.54,6.39,8.91,1.59,0.6799999999999999,1.19,2.37,9.43
Bryce Drew,Retired,185.0,74.0,1974-09-21,"Baton Rouge, Louisiana","[11, 5, 19]",1115,40.5,7.666666666666667,661.6666666666666,3.6500000000000004,4.5,3.4333333333333336,3.533333333333333,6.483333333333333,0.34450000000000003,0.3526666666666667,0.8166666666666668,0.9,0.7298333333333332,0.6,2.6333333333333333,3.233333333333333,4.916666666666667,1.2,0.08333333333333333,2.1333333333333333,8.933333333333334
John Drew,Retired,205.0,78.0,1954-09-30,"Vredenburgh, Alabama","[1, 29]",1116,60.166666666666664,29.333333333333332,1647.8333333333333,0.1,17.7,8.883333333333333,0.19999999999999998,19.099999999999998,0.10100000000000002,0.4633333333333333,7.683333333333334,10.066666666666666,0.7646666666666667,2.8833333333333333,3.9,6.8,2.1666666666666665,1.45,0.19999999999999998,3.5500000000000003,25.45
Larry Drew,Retired,170.0,73.0,1958-04-02,"Kansas City, Kansas","[13, 14, 9]",1117,71.4,37.8,1837.0,0.96,11.600000000000001,6.11,1.02,12.26,0.2804,0.4686,2.46,3.1,0.7922,0.49000000000000005,1.9899999999999998,2.48,7.2299999999999995,1.51,0.08,3.1100000000000003,15.040000000000001
Larry Drew II,Retired,180.0,74.0,1990-03-05,"Los Angeles, California",[23],1118,11.0,0.5,144.5,3.3000000000000003,4.7,3.45,4.449999999999999,6.5,0.2435,0.3835,0.15,0.25,0.3335,0.85,1.15,2.0,6.25,0.5,0.0,2.8,8.149999999999999
Clyde Drexler,Retired,210.0,79.0,1962-06-22,"New Orleans, Louisiana","[25, 11]",1119,72.4,63.333333333333336,2502.4666666666667,2.4000000000000004,14.053333333333335,7.826666666666666,2.533333333333333,14.193333333333333,0.28213333333333335,0.4928666666666667,4.4399999999999995,5.633333333333334,0.7842,2.493333333333333,3.893333333333333,6.386666666666667,5.8,2.1133333333333333,0.6799999999999999,2.8400000000000003,20.90666666666667
Nate Driggers,Retired,215.0,77.0,1973-10-12,"Chicago, Illinois",[],1120,15.0,0.0,132.0,0.0,7.0,3.5,2.5,9.3,0.0,0.382,2.7,3.8,0.714,3.3,2.7,6.0,1.6,0.8,0.5,1.6,9.8
Predrag Drobnjak,Retired,270.0,83.0,1975-10-27,"Bijelo Polje, Montenegro","[1, 13]",1122,69.5,24.0,1385.5,1.125,10.899999999999999,5.875,1.2,12.55,0.25275,0.434,2.15,2.65,0.79825,2.025,4.425,6.475,1.475,0.8500000000000001,0.8,1.65,14.225
Ralph Drollinger,Retired,250.0,86.0,1954-04-20,"La Mesa, California",[],1123,6.0,3.0,67.0,0.0,7.6,3.8,0.0,7.5,0.0,0.5,0.5,2.1,0.25,2.7,7.5,10.2,7.5,0.5,1.1,7.0,8.1
Andre Drummond,Cleveland Cavaliers,279.0,82.0,1993-08-10,"Mount Vernon, New York","[9, 6]",1124,74.125,67.75,2302.0,0.07500000000000001,14.024999999999999,7.0375,0.1875,12.7375,0.171375,0.55375,2.5375,5.525,0.461875,5.5,10.4375,15.95,1.525,1.65,1.875,2.2875,16.65
Kevin Duckworth,Retired,275.0,84.0,1964-04-01,"Harvey, Illinois","[25, 13, 27, 17]",1126,62.18181818181818,47.90909090909091,1587.4545454545455,0.1090909090909091,11.454545454545453,5.763636363636364,0.07272727272727274,12.781818181818181,0.08636363636363636,0.4380909090909091,2.9545454545454546,4.2,0.6949090909090909,2.618181818181818,5.0636363636363635,7.681818181818182,1.2454545454545454,0.7727272727272727,0.6727272727272727,2.4909090909090907,14.518181818181818
Chris Dudley,Retired,235.0,83.0,1965-02-22,"Stamford, Connecticut","[25, 3, 6, 20, 24]",1128,55.375,20.6875,1020.0625,0.0,5.5875,2.79375,0.018750000000000003,7.20625,0.0,0.37625,1.3875,3.06875,0.43062500000000004,4.95,6.075,11.025,0.9187500000000001,0.7125,1.89375,1.54375,6.98125
Jared Dudley,Los Angeles Lakers,237.0,78.0,1985-07-10,"San Diego, California","[24, 4, 30, 13, 17, 14]",1129,67.92307692307692,22.0,1536.076923076923,4.684615384615385,4.9692307692307685,4.046153846153846,3.9615384615384617,4.8769230769230765,0.38476923076923075,0.4966153846153846,1.5307692307692307,2.123076923076923,0.7436153846153846,1.3615384615384616,3.776923076923077,5.130769230769231,2.523076923076923,1.2923076923076924,0.3153846153846154,1.3384615384615384,11.215384615384616
Terry Duerod,Retired,180.0,74.0,1956-07-29,"Royal Oak, Michigan","[9, 2, 7, 10]",1130,35.75,8.25,494.25,0.75,14.950000000000001,7.725,0.725,16.2,0.19574999999999998,0.46275,1.175,2.025,0.44275,0.925,2.125,3.0250000000000004,3.2,1.175,0.375,3.0,16.9
Chris Duhon,Retired,185.0,73.0,1982-08-31,"Mamou, Louisiana","[5, 20, 22, 14]",1133,67.33333333333333,35.44444444444444,1725.111111111111,4.333333333333332,3.0888888888888886,2.966666666666667,3.966666666666667,3.5999999999999996,0.355,0.4271111111111111,1.1888888888888889,1.5555555555555556,0.7242222222222222,0.4666666666666667,2.6222222222222222,3.0777777777777775,6.044444444444444,1.0666666666666667,0.08888888888888889,2.1444444444444444,8.533333333333333
Duje Dukan,Retired,220.0,81.0,1991-12-04,"Split, Croatia",[],1134,1.0,0.0,24.0,9.0,0.0,3.0,7.5,7.5,0.4,0.0,0.0,0.0,0.0,3.0,3.0,6.0,1.5,1.5,0.0,0.0,9.0
Joe Dumars,Retired,190.0,75.0,1963-05-24,"Shreveport, Louisiana",[],1136,72.71428571428571,67.42857142857143,2509.9285714285716,3.3000000000000003,9.814285714285715,6.0,2.857142857142857,10.221428571428572,0.3725,0.47414285714285714,3.3714285714285714,4.035714285714286,0.8373571428571428,0.6714285714285715,1.5857142857142856,2.2642857142857142,4.764285714285714,0.9142857142857144,0.08571428571428573,2.1357142857142857,16.47142857142857
Richard Dumas,Retired,200.0,79.0,1969-05-19,"Tulsa, Oklahoma","[24, 23]",1138,34.0,15.666666666666666,742.0,0.1,13.799999999999999,6.933333333333333,0.23333333333333336,13.533333333333333,0.18500000000000003,0.506,2.733333333333333,4.233333333333333,0.6356666666666667,2.8666666666666667,2.8666666666666667,5.733333333333333,1.7333333333333334,2.1666666666666665,0.6,2.2666666666666666,16.666666666666668
Tony Dumas,Retired,190.0,78.0,1972-08-25,"Chicago, Illinois","[7, 6, 24]",1139,39.0,3.25,555.5,4.050000000000001,8.399999999999999,5.55,4.2,9.475,0.32525,0.4475,2.325,4.3,0.472,1.175,2.05,3.175,3.275,0.825,0.225,2.75,14.775
Tim Duncan,Retired,250.0,83.0,1976-04-25,"St. Croix, U.S. Virgin Islands",[],1141,73.26315789473684,73.10526315789474,2493.0526315789475,0.031578947368421054,15.442105263157897,7.747368421052633,0.11578947368421054,15.226315789473684,0.1384736842105263,0.5072631578947369,4.368421052631579,6.273684210526316,0.7012105263157895,2.8947368421052633,8.552631578947368,11.463157894736844,3.2210526315789476,0.7894736842105263,2.2842105263157895,2.5157894736842104,19.86842105263158
Mike Dunleavy,Retired,180.0,75.0,1954-03-21,"Brooklyn, New York","[11, 27, 17, 23]",1142,39.625,14.5,808.0,5.4,7.5,5.5375,4.7,7.5,0.30325,0.436375,2.8875,3.4875,0.711375,0.45,1.9000000000000001,2.3375,6.4625,1.0875,0.07500000000000001,3.2375,15.7875
Mike Dunleavy,Retired,230.0,81.0,1980-09-15,"Fort Worth, Texas","[10, 12, 5, 17, 1, 6]",1143,65.73333333333333,39.0,1822.6666666666667,5.4399999999999995,6.613333333333334,5.126666666666667,4.806666666666667,6.993333333333334,0.3738,0.4738666666666667,2.42,3.02,0.8018000000000001,0.8866666666666667,4.533333333333333,5.433333333333334,2.7666666666666666,0.9133333333333333,0.43333333333333335,1.7866666666666666,14.5
Kris Dunn,Chicago Bulls,205.0,75.0,1994-03-18,"New London, Connecticut","[5, 18]",1144,56.75,31.5,1379.0,2.4749999999999996,8.25,4.975,2.725,9.05,0.3055,0.45925000000000005,1.375,1.9,0.72125,0.6,4.375,4.95,6.125,2.325,0.65,2.625,12.125
T.R. Dunn,Retired,192.0,76.0,1955-02-01,"Birmingham, Alabama","[8, 25, 24]",1146,70.83333333333333,44.75,1707.0,0.05,5.683333333333334,2.858333333333333,0.08333333333333333,6.258333333333333,0.020833333333333332,0.4518333333333333,1.3833333333333335,1.9083333333333334,0.7350833333333333,2.8083333333333336,3.9916666666666667,6.791666666666667,2.6750000000000003,2.0166666666666666,0.3416666666666666,1.1416666666666666,7.116666666666667
Ronald Dupree,Retired,209.0,79.0,1981-01-26,"Biloxi, Mississippi","[9, 5, 18, 28]",1147,26.166666666666668,1.3333333333333333,293.0,0.15000000000000002,7.366666666666667,3.733333333333333,0.5833333333333334,9.033333333333333,0.15733333333333333,0.4041666666666666,1.8833333333333335,3.3666666666666667,0.48666666666666664,1.8833333333333335,6.316666666666666,8.183333333333334,2.05,1.1666666666666667,0.31666666666666665,1.1333333333333333,9.383333333333333
Kevin Durant,Retired,240.0,82.0,1988-09-29,"Washington, District of Columbia",[10],1148,70.75,70.75,2608.75,5.6,14.333333333333334,9.033333333333333,4.908333333333333,13.366666666666667,0.37966666666666665,0.539,6.458333333333333,7.341666666666666,0.8795833333333333,0.7000000000000001,6.266666666666667,6.95,4.1000000000000005,1.0583333333333333,1.1083333333333334,3.033333333333333,26.40833333333333
John Duren,Retired,195.0,75.0,1958-10-30,"Washington, District of Columbia","[29, 12]",1149,67.0,17.666666666666668,982.3333333333334,0.1,7.133333333333333,3.5999999999999996,0.26666666666666666,8.466666666666667,0.09100000000000001,0.41966666666666663,0.7999999999999999,1.1333333333333333,0.694,0.7000000000000001,2.066666666666667,2.8000000000000003,4.866666666666667,1.2666666666666666,0.13333333333333333,2.6,8.066666666666668
Pat Durham,Retired,210.0,79.0,1967-03-10,"Dallas, Texas","[18, 10]",1151,32.0,1.5,465.0,0.30000000000000004,7.5,3.85,0.55,10.2,0.096,0.3855,3.45,4.8,0.7030000000000001,1.95,3.3,5.25,2.0,1.0,0.95,2.55,11.25
Devin Durrant,Retired,200.0,79.0,1960-10-20,"Provo, Utah","[12, 24]",1152,31.5,4.0,403.5,0.0,11.0,5.5,0.05,13.850000000000001,0.0,0.401,2.05,3.85,0.478,1.8499999999999999,3.9000000000000004,5.75,3.65,1.5,0.25,3.25,13.15
Trevon Duval,Retired,189.0,74.0,1998-08-03,"New Castle, Delaware",[],1155,3.0,0.0,6.0,18.0,12.0,12.0,6.0,12.0,1.0,0.5,0.0,0.0,0.0,0.0,6.0,6.0,12.0,0.0,0.0,0.0,30.0
Craig Dykema,Retired,190.0,80.0,1959-06-11,"Lakewood, California",[],1157,32.0,0.0,103.0,2.0999999999999996,10.4,5.9,1.4,11.5,0.5,0.455,2.4,3.1,0.778,1.0,3.1,4.2,5.2,0.7,0.0,2.4,15.0
Jerome Dyson,Retired,180.0,75.0,1987-05-01,"Rockville, Maryland",[],1159,9.0,1.0,180.0,0.6000000000000001,7.2,3.8,1.6,8.0,0.125,0.45,5.6,7.2,0.778,0.4,3.4,3.8,3.6,2.2,0.4,4.0,13.4
Ledell Eackles,Retired,220.0,77.0,1966-11-24,"Baton Rouge, Louisiana",[16],1160,63.0,12.571428571428571,1273.857142857143,1.9285714285714288,12.57142857142857,6.8999999999999995,1.8285714285714287,13.771428571428572,0.3132857142857143,0.4531428571428572,4.014285714285714,5.185714285714285,0.7788571428571428,1.4714285714285715,2.585714285714286,4.057142857142858,2.7857142857142856,1.0,0.1142857142857143,2.3285714285714287,18.47142857142857
Acie Earl,Retired,240.0,82.0,1970-06-23,"Peoria, Illinois","[2, 28, 17]",1162,48.25,4.5,628.0,0.0,10.2,5.1,0.15000000000000002,12.75,0.0,0.40025,3.55,5.575,0.63,2.825,4.575,7.375,0.8999999999999999,0.9750000000000001,1.775,2.475,13.775
Cleanthony Early,Retired,210.0,80.0,1991-04-17,"Middletown, New York",[],1164,28.0,4.5,400.5,3.1500000000000004,4.9,3.5,4.1,6.5,0.2645,0.3675,1.35,1.8,0.75,1.05,4.65,5.75,1.7,0.9,0.7,2.1500000000000004,9.45
Mark Eaton,Retired,275.0,88.0,1957-01-24,"Westminster, California",[],1166,79.54545454545455,74.0909090909091,2288.090909090909,0.0,5.872727272727272,2.936363636363636,0.0,6.363636363636363,0.0,0.47081818181818186,1.4636363636363638,2.290909090909091,0.646,2.6,7.236363636363635,9.845454545454546,1.2090909090909092,0.5272727272727272,4.3545454545454545,1.8454545454545455,7.336363636363637
Jerry Eaves,Retired,180.0,76.0,1959-02-08,"Louisville, Kentucky","[29, 1, 26]",1167,42.0,2.0,671.25,0.0,7.6,3.8,0.1,9.95,0.03125,0.39425,3.85,4.699999999999999,0.835,0.8,0.975,1.7999999999999998,3.925,0.925,0.07500000000000001,3.325,11.475
Devin Ebanks,Retired,215.0,81.0,1989-10-28,"Queens, New York",[],1168,21.0,5.0,237.0,1.7000000000000002,8.333333333333334,4.733333333333333,2.1,10.200000000000001,0.22433333333333336,0.4096666666666667,3.1999999999999997,4.266666666666667,0.742,2.9333333333333336,3.966666666666667,6.866666666666667,1.1666666666666667,0.9,0.7333333333333334,1.8,13.200000000000001
Ndudi Ebi,Retired,200.0,81.0,1984-06-18,"London, United Kingdom",[],1171,9.5,0.0,43.0,0.0,14.1,7.05,0.35,14.55,0.0,0.48950000000000005,2.2,5.25,0.403,3.15,3.9000000000000004,7.05,2.05,0.35,2.6,2.7,16.3
Jarell Eddie,Retired,218.0,79.0,1991-10-30,"Tampa, Florida","[30, 24, 2, 5]",1173,11.333333333333334,0.0,72.66666666666667,6.0,1.5999999999999999,2.8000000000000003,9.6,2.0333333333333337,0.18966666666666665,0.315,2.1999999999999997,2.4,0.6296666666666667,0.3666666666666667,4.2,4.566666666666666,0.39999999999999997,1.9333333333333333,0.06666666666666667,0.26666666666666666,9.766666666666667
Patrick Eddie,Retired,240.0,83.0,1967-12-27,"Milwaukee, Wisconsin",[],1174,4.0,0.0,13.0,0.0,11.0,5.5,0.0,24.9,0.0,0.222,0.0,0.0,0.0,0.0,2.8,2.8,0.0,0.0,0.0,0.0,11.1
Kenton Edelin,Retired,205.0,80.0,1962-05-24,"Heidelburg, Germany",[],1176,10.0,1.0,143.0,0.0,2.0,1.0,0.0,3.3,0.0,0.308,0.8,2.0,0.375,2.0,4.5,6.5,2.5,1.3,1.0,0.8,2.8
Keith Edmonson,Retired,195.0,77.0,1960-09-28,"Gulfport, Mississippi","[27, 1, 8]",1179,43.5,1.0,465.5,0.0,14.7,7.35,0.1,17.3,0.0,0.421,3.6500000000000004,5.2,0.6695,2.5,2.3,4.8,2.3,1.4,0.55,2.9,18.35
Tyus Edney,Retired,152.0,70.0,1973-02-14,"Gardena, California","[26, 2, 12]",1180,56.5,21.75,1185.75,0.9750000000000001,8.65,4.625,1.1500000000000001,10.3,0.25625,0.41675,4.35,5.25,0.82375,0.925,2.175,3.1,7.1,2.025,0.05,3.2249999999999996,13.925
Bill Edwards,Retired,215.0,80.0,1971-09-22,"Middletown, Ohio",[],1181,3.0,0.0,44.0,0.0,3.2,1.6,4.1,10.6,0.0,0.154,1.6,4.1,0.4,4.1,7.4,11.5,3.3,2.5,0.8,3.3,4.9
Blue Edwards,Retired,200.0,76.0,1965-10-31,"Washington, District of Columbia","[29, 17, 2, 16]",1182,70.4,45.2,1840.9,1.6799999999999995,10.159999999999998,5.68,1.7,10.32,0.3286,0.491,2.2800000000000002,2.96,0.7716999999999999,1.31,3.2600000000000002,4.57,2.8600000000000003,1.47,0.5700000000000001,2.37,14.209999999999999
Carsen Edwards,Boston Celtics,200.0,71.0,1998-03-12,"Houston, Texas",[2],1183,33.0,0.0,296.0,6.8999999999999995,3.4,4.0,7.5,5.0,0.306,0.341,1.3,1.6,0.846,0.6,4.4,5.0,2.7,1.2,0.4,1.8,11.7
